siteName,siteStatus,siteAddress,siteState,siteZip,contactPhone,startDate,endDate,daysofOperation,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,latitude,longitude
Taft Food Service Bus Route,,"N Lander St & W Garnet St. Boise, ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.6422862,-116.2412475
Tahoe Ridge Bus Route ,,"306 Pine Street Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1461422,-115.9744269
Tahoe Ridge Bus Route ,,"518 Leitch Creek Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1010575,-115.9029329
Tahoe Ridge Bus Route ,,"Intersection Too Kush and Walker Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.116947,-115.8939521
Tahoe Ridge Bus Route ,,"358 Trenary Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.11259,-115.8783573
Tahoe Ridge Bus Route ,,"787 Leitch Creek Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0958578,-115.8722406
Tahoe Ridge Bus Route ,,"1832 Nelson Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.111202,-115.84549
Tahoe Ridge Bus Route ,,"506 Red Fir Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.101133,-115.841544
Tahoe Ridge Bus Route ,,"Intersection TINKER CREEK ROAD and Big Cedar Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0991692,-115.8004607
Temple View Elementary School,,"1500 Scorpius Dr. Idaho Falls, ID 83402",ID,83402,2085257532,3/18/2020,6/30/2020,,,,,,,43.50055039999999,-112.0552741
Terreton Elementary Jr/Sr High,,"1256 E 1500 N Terreton, ID 83450",ID,83450,2086636017,3/18/2020,4/3/2020,,,,,,,43.840826,-112.444482
Teton Elementary,,"128 W Main St. Teton , ID 83451",ID,83451,2086247542,3/23/2020,4/20/2020,,,,,,,43.8865803,-111.6760339
Thatcher Elementary School,,"6007 E Thatcher Rd Thatcher , ID  83283",ID ,83283,2083170483,3/18/2020,6/30/2020,,,,,,,42.40722179999999,-111.7307511
The Church of Jesus Christ of Latter-day Saints,,"502 S Iowa Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0686989,-116.913963
The Meadows Mobile Home Park,,"70 Meadows Lane Ketchum, ID 83353",ID,83353,2085785000,3/18/2020,4/3/2020,,,,,,,43.6973646,-114.372419
Thirkill Elementary,,"60 E 4th St S Soda Springs, ID 83276",ID,83276,2087091043,3/18/2020,6/30/2020,,,,,,,42.6494314,-111.6021037
Three Mile Bus Loop,,"Bus Road Bonners Ferry, ID 83805",ID,83805,2082675519,3/23/2020,5/31/2020,"M,T,W,Th",,,,,,48.6913257,-116.3163092
Tiebreaker Elementary,,"3100 1st Street Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.4963666,-111.9741442
Timberlake High,,"5303 ID-54 Spirit Lake, ID 83869",ID,83869,2086870431,3/18/2020,4/24/2020,,,,,,,47.9537928,-116.864545
Timberline Elementary,,"22869 HWY 11 Weippe, ID 83553",ID,83553,2084760500,3/23/2020,4/30/2020,,,,,,,46.4351266,-115.8882506
Town House Apartments,,"415 S 16th St. Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.07024819999999,-116.9227407
Troy Community Library,,"402 S Main St. Troy, ID  83871",ID ,83871,2086692168,3/17/2020,4/6/2020,,,,,,,46.7357896,-116.7680225
Troy Elementary,,"103 Trojan Dr. Troy, ID  83871",ID ,83871,2086692168,3/17/2020,4/6/2020,,,,,,,46.74734609999999,-116.7674875
Turner Dairy,,"1750 S 1625 E Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9459177,-114.7620379
Txoko Ona Basque Center,,"333 S Main St. Homedale, ID 83628",ID,83628,2083374033,3/30/2020,4/30/2020,"M,T,W,Th",,,,,,43.6135838,-116.9330147
Ucon Elementary,,"10841 N 41 E Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.59204,-111.952028
Upriver School,,"75 Fern St. St. Maries, ID 83861",ID,83861,2082451309,3/23/2020,6/30/2020,,,,,,,47.11489479999999,-116.3896331
Ustick Elementary,,"12435 W Ustick Rd Boise, ID 83713",ID,83713,2083505109,3/20/2020,6/30/2020,,,,,,,43.632927,-116.338137
Valley Country Store,,"2442 Main St Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.92243209999999,-114.7116235
Valley School,,"882 Valley Rd. South Hazelton, ID 83335",ID,83335,2088294107,3/31/2020,6/30/2020,,,,,,,42.5930853,-114.1712347
Vallivue High School,,"1407 E Homedale Rd Caldwell, ID 83607",ID,83607,2084549614,3/30/2020,5/29/2020,,,,,,,43.6198034,-116.6480815
Valmont Industries Parking Lot,,"2698 Lakeview Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7951019,-112.832069
Van Buren Elementary,,"3115 Marblefront Rd Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6744489,-116.6596856
Viola and North Moscow Bus Route,,"1300 Main St. Moscow , ID 83872",ID,83872,2088921123,3/24/2020,4/3/2020,,,,,,,46.8392778,-117.0244506
Vision Charter School,,"19291 Ward Road Caldwell, ID 83605",ID,83605,2086024349,3/30/2020,5/31/2020,,,,,,,43.6519628,-116.6246027
Wada Farms Area,,"Intersection Lamb Weston and Whitnam Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7666335,-112.9133795
Wahl Creek Bus Route,,"Intersection 3rd and Main Street Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.13740840000001,-115.9787009
Wahl Creek Bus Route,,"108 Main Street (HWY 13) Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.08916,-115.9760847
Wahl Creek Bus Route,,"Intersection Bridge Street and HWY 13 Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.09155699999999,-115.9762305
Wahl Creek Bus Route,,"3919 HWY 13 Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0526434,-115.971613
Wahl Creek Bus Route,,"Intersection HWY 13 and ROCKY POINT ROAD Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.09155699999999,-115.9762305
Wahl Creek Bus Route,,"Intersection Sally Ann Road and Wahl Creek Road Clearwater, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.4895866,-116.4534973
Wahl Creek Bus Route,,"2895 HWY 13 Harpster, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.981544,-115.9645849
Wahl Creek Bus Route,,"Intersection Jacks Road and Old Elk City Wagon Road Clearwater, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.018871,-115.891353
Wahl Creek Bus Route,,"429 WAHL CREEK Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,45.9970964,-115.9362949
Wahl Creek Bus Route,,"Intersection Lee Road and Wahl Creek Road Harpster, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.987996,-115.940063
Wahl Creek Bus Route,,"Intersection Clearwater Drive and Wahl Creek Road Harpster, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.996823,-115.951739
Wahl Creek Bus Route,,"Intersection Ferguson and Wahl Creek Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.105176,-115.908665
Wahl Creek Bus Route,,"Intersection Lightening Creek Road And HWY 13 Harpster, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.9601028,-115.9605261
Wahl Creek Bus Route,,"2858 Hwy 13 Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.9767018,-115.9645863
Wahl Creek Bus Route,,"Intersection HWY 13 and Sears Harpster, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.9782107,-115.9640839
Wallace Jr./Sr. High School,,"1 Miners Alley Wallace, ID 83873",ID,83873,2087534515,3/23/2020,4/20/2020,,,,,,,47.4743198,-115.9276059
Wapello Elementary,,"195 E 350 N Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.2465807,-112.2584928
Washington Elementary,,"2918 Washington Ave Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6436878,-116.6867677
Washington Elementary School,,"226 South 10th Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.86880499999999,-112.4366992
Weiser Middle School,,"320 E Galloway Ave Weiser, ID 83672",ID,83672,2084140723,3/30/2020,5/29/2020,,,,,,,44.25058689999999,-116.9645342
Wendell Elementary,,"232 North Boise St Wendell, ID 83355",ID,83355,2085360019,3/30/2020,6/30/2020,,,,,,,42.7780156,-114.7025546
West Canyon Elementary,,"19548 Ustick Rd Caldwell, ID 83607",ID,83607,2084549614,3/30/2020,5/29/2020,,,,,,,43.6336485,-116.783966
West Elementary,,"415 W 2nd N Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.1291562,-115.6984149
West Middle School,,"28 S. Midland Blvd. Nampa, ID 83651",ID,83651,2084684607,3/30/2020,4/21/2020,,,,,,,43.5740633,-116.5905001
West Park,,"Idaho Steet Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.936561,-114.714174
West Park Elementary,,"510 Home Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.73079449999999,-117.0100533
Westside School,,"609 N 5th St Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0810847,-116.9403517
Westwood Mobile Home Park,,"413 Broadford Rd. Bellevue, ID 83313",ID,83313,2085785000,3/18/2020,4/3/2020,,,,,,,43.4681527,-114.2669503
White Pine Elementary School,,"1900 Hiland Ave Burley, ID 83318",ID,83318,2088786626,3/30/2020,4/3/2020,,,,,,,42.5285781,-113.7844584
Whitney Elementary,,"1609 S Owyhee St Boise , ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.5879993,-116.2245354
Whitney Trailer Park,,"1015 7th Ave N Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0825055,-116.9313376
Whittier Elementary School,,"301 N 29th St Boise , ID 83702",ID,83702,2088544067,3/23/2020,6/30/2020,,,,,,,43.623501,-116.227193
Wicap Head Start School,,"2281 7th Ave N Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0815578,-116.9142115
Wilcos Elementary School,,"427 Lark Ln Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.8985701,-112.4743924
Wilderness Ranch Dept.,,"7 Wilderness Way Boise, ID 83716",ID,83716,2083924183,3/30/2020,6/30/2020,,,,,,,43.6755523,-115.9860099
William Thomas Middle School,,"355 Bannock Ave American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7862441,-112.8469008
Willow Creek Elementary,,"198 Elementary Lane Nampa, ID 83651",ID,83651,2084684607,3/30/2020,4/21/2020,,,,,,,43.5864481,-116.6003693
Wilson Elementary,,"400 East Linden St Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6464496,-116.6938759
Winton Elementary,,"920 W. Lacrosse Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.6892933,-116.7969
YMCA Learning Center,,"155 North Corner St. Idaho Falls, ID 83402",ID,83402,7192053750,3/24/2020,4/3/2020,,7:30 AM - 9:00 AM,11 AM - 12:30 PM,,,,43.488449,-112.034937
